Date,Ticker,Open,High,Low,Close,Volume
2020-01-01,HDFCBANK.NS,1225.0286424173514,1228.7725823160729,1219.748760227712,1227.4285888671875,1836849.0
2020-01-01,SBIN.NS,315.03453597129385,316.21109156018497,312.63434533525486,314.7992248535156,17379320.0
2020-01-01,TCS.NS,1971.1406899146136,1985.59684511546,1958.4119216218076,1970.777099609375,1354908.0
2020-01-02,HDFCBANK.NS,1227.81260738962,1236.4524146347387,1227.81260738962,1235.25244140625,3068583.0
2020-01-02,SBIN.NS,314.8462353827271,319.8818984050485,313.76381012406875,319.3641967773437,20324236.0
2020-01-02,TCS.NS,1982.0053766388485,1982.0053766388485,1954.0475488461127,1961.730224609375,2380752.0
2020-01-03,HDFCBANK.NS,1230.8844747666276,1233.5724616348048,1213.028896813404,1217.6368408203125,5427775.0
2020-01-03,SBIN.NS,318.0935503416839,318.0935503416839,312.4931347797769,314.09326171875,21853208.0
2020-01-03,TCS.NS,1967.503679111129,2021.146339493549,1967.503679111129,2000.82568359375,4655761.0
2020-01-06,HDFCBANK.NS,1209.572915705525,1211.300923887626,1186.5334315968482,1191.2852783203125,5445093.0
2020-01-06,SBIN.NS,312.21074142243395,312.21074142243395,299.03332140718857,300.2569274902344,35645325.0
2020-01-06,TCS.NS,2004.7810592382616,2023.8287079010013,1989.2336887655292,2000.6441650390625,3023209.0
2020-01-07,HDFCBANK.NS,1208.517009134917,1220.564669517856,1202.1331283980037,1210.14892578125,7362247.0
2020-01-07,SBIN.NS,305.3867453430625,307.7869069810974,296.8684666154616,299.69219970703125,50966826.0
2020-01-07,TCS.NS,2000.6894147553744,2013.5544726235692,1985.505858501568,2005.5537109375,2429317.0
2020-01-08,HDFCBANK.NS,1197.0452073503518,1211.6369516371497,1190.4214490960535,1206.9810791015625,5666055.0
2020-01-08,SBIN.NS,293.76235427588534,302.6100450263121,292.7269797921713,301.0099182128906,44527485.0
2020-01-08,TCS.NS,2004.7813126792687,2054.7871957619723,2002.0992233447157,2050.468505859375,5197454.0
2020-01-09,HDFCBANK.NS,1214.3729590739938,1224.7407750847085,1212.5489762518453,1220.516845703125,4773158.0
2020-01-09,SBIN.NS,307.6927656374137,311.92836512111023,305.9044071558635,310.79888916015625,40348407.0
2020-01-09,TCS.NS,2044.55866589478,2047.46805462136,2009.327249195092,2013.2823486328125,3734173.0
2020-01-10,HDFCBANK.NS,1232.7084954285822,1235.3964823794963,1224.0686880383555,1231.364501953125,4607290.0
2020-01-10,SBIN.NS,311.5518686769599,318.0935281646586,308.82226590474994,312.7284240722656,42377838.0
2020-01-10,TCS.NS,2025.6921817538705,2031.1473671625436,2007.5082303916276,2012.5543212890625,1915807.0
2020-01-13,HDFCBANK.NS,1231.3644944720004,1244.6122459304834,1224.9326847723075,1234.532470703125,3725784.0
2020-01-13,SBIN.NS,314.3756028778699,315.7404186316595,309.7164320041026,311.3165588378906,23615129.0
2020-01-13,TCS.NS,2016.464488077656,2017.4644725034243,1986.324446949108,1991.4615478515625,2843893.0
2020-01-14,HDFCBANK.NS,1237.4124667347749,1240.8204377801117,1226.3727123767842,1237.8924560546875,3943145.0
2020-01-14,SBIN.NS,310.4223470835572,312.2107341665173,307.31625249909195,308.7281188964844,26296117.0
2020-01-14,TCS.NS,1995.6885727823185,2027.3286911324576,1995.6885727823185,2006.5079345703125,2948452.0
2020-01-15,HDFCBANK.NS,1234.9163942516534,1236.4042906499635,1223.108611556013,1232.8524169921875,5893724.0
2020-01-15,SBIN.NS,309.6693970761854,309.8576574395874,303.4101277738005,305.198486328125,32625740.0
2020-01-15,TCS.NS,2012.054380246327,2028.4199377901289,1994.9614201950508,2024.692138671875,2620681.0
2020-01-16,HDFCBANK.NS,1230.7405984101122,1239.33235991824,1228.148585905703,1236.116455078125,3575200.0
2020-01-16,SBIN.NS,304.9631733147415,307.6927762198812,303.410125862205,304.3042907714844,26653623.0
2020-01-16,TCS.NS,2024.7383664832823,2044.7862260329057,2013.8734951813635,2035.512451171875,3117214.0
2020-01-17,HDFCBANK.NS,1230.452603717741,1233.4765598262318,1220.996837689832,1226.9967041015625,8459407.0
2020-01-17,SBIN.NS,294.60945254151926,304.4925172433913,291.87984994018694,299.315673828125,58396326.0
2020-01-17,TCS.NS,2037.285119238448,2048.922896323381,2012.0548784445764,2017.60107421875,3281059.0
2020-01-20,HDFCBANK.NS,1252.6280064460766,1252.6280064460766,1202.3731520316696,1204.6771240234375,11089225.0
2020-01-20,SBIN.NS,302.1394305381046,302.563001977256,294.9859678708076,295.5507202148437,30682902.0
2020-01-20,TCS.NS,1995.5977231078791,2038.6028139748955,1960.411820388346,1973.277099609375,5817599.0
2020-01-21,HDFCBANK.NS,1199.9732187921677,1199.9732187921677,1188.8374907587531,1194.54931640625,7492402.0
2020-01-21,SBIN.NS,295.36247303982225,298.3274157972042,293.66824465660284,295.26837158203125,30591772.0
2020-01-21,TCS.NS,1972.9132460207525,1988.0060146505389,1962.093883598288,1973.9134521484373,1902980.0
2020-01-22,HDFCBANK.NS,1198.101369534372,1204.7731741026575,1184.997637869106,1191.189453125,9184155.0
2020-01-22,SBIN.NS,298.3744653149353,298.3744653149353,295.2683703834752,297.57440185546875,24994911.0
2020-01-22,TCS.NS,1982.9598073978293,2009.3265356942704,1976.322621052936,2006.5079345703125,1773686.0
2020-01-23,HDFCBANK.NS,1190.3735458521442,1196.949376277332,1181.733737858056,1195.0294189453125,5754460.0
2020-01-23,SBIN.NS,297.43326366789927,305.716203824546,295.6919555882341,304.2102355957031,33293610.0
2020-01-23,TCS.NS,2013.7076583466471,2020.9521497958965,1989.9236211610848,1996.5302734375,2069866.0
2020-01-24,HDFCBANK.NS,1196.1333772226055,1203.8132062898453,1189.5095012151328,1194.741455078125,5915878.0
