Date,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,BHARTIARTL.NS,HDFCBANK.NS,SBIN.NS,TCS.NS,VEDL.NS,BHARTIARTL.NS,HDFCBANK.NS,SBIN.NS,TCS.NS,VEDL.NS,BHARTIARTL.NS,HDFCBANK.NS,SBIN.NS,TCS.NS,VEDL.NS,BHARTIARTL.NS,HDFCBANK.NS,SBIN.NS,TCS.NS,VEDL.NS,BHARTIARTL.NS,HDFCBANK.NS,SBIN.NS,TCS.NS,VEDL.NS
2015-02-05,312.1898498535156,497.9042663574219,264.4061279296875,1051.8690185546875,67.78977966308594,318.3531731808352,505.44338744739656,270.7707873973677,1068.0649538985308,70.3506513758198,308.20935510788587,495.0597485738975,262.95137082095977,1038.1045914106955,67.38199706763645,316.72672574067985,497.2104842863247,266.5428405862371,1038.516701212764,70.13860641731202,8259274,4029574,15722348,4530168,2866989
2015-02-06,315.2287292480469,487.2662048339844,263.9515075683594,1061.492431640625,68.70320892333984,316.7267409781323,499.03734970415974,268.0885528423295,1069.3431479964202,69.61663789175392,307.31055130322994,485.67052888298093,259.76903928816176,1051.230931927345,67.38199240984974,312.36105461899035,498.135455724918,264.58798460980495,1052.1169282649776,67.69190616540556,3318996,3451560,15985714,2136416,3334756
2015-02-09,304.82806396484375,481.0684814453125,254.1317596435547,1035.5911865234375,65.50619506835938,313.045837565737,486.45686687481566,266.22460150782996,1058.751849187413,68.5074738809126,302.38842193802157,478.4783729802679,252.7679040461832,1030.275007728675,64.78849871850323,312.44661554736285,484.25989029515756,263.22413029269796,1055.6197729188004,68.01813478176322,3030260,2615948,17088719,2076432,2464805
2015-02-10,304.8708801269531,487.7055358886719,261.2237854003906,1006.021728515625,67.31673431396484,309.707381308762,491.3363730658797,264.4061149783515,1041.0923103175835,67.65926761758261,302.1743954996574,476.39691329783307,250.67665814017545,1002.663074122783,65.09839660991992,304.1432513098335,476.39691329783307,252.31327368118488,1034.3955265302857,65.42462259646142,6847286,4637876,22589681,3799054,2110708
2015-02-11,304.82806396484375,489.5325927734375,259.996337890625,1013.7489624023438,67.93658447265625,308.72293461994786,492.49274061259104,266.8610663168983,1025.0202068518472,69.02944388507115,297.89432926454333,487.03496626977284,257.950554588366,1008.535813134258,65.89767137323679,305.55566378611917,489.34757294721715,264.4061152551027,1011.7502900317388,67.20257575686524,3489433,2080794,17366588,2937522,2673304
2015-02-12,301.91766357421875,497.6729431152344,258.4960632324219,1014.67626953125,69.3719482421875,308.03817575646144,500.4018302105859,262.76948815267417,1021.9500690567776,70.20382543382323,299.00720576947253,486.8961737146567,253.04064133305837,1008.4328452867367,66.7458332525209,307.31057579814313,492.63144940689386,262.67855890480934,1021.9500690567776,68.14860089502116,4361948,2762870,20957180,3107980,3097817
2015-02-13,303.886474609375,492.9552001953125,279.09033203125,1046.243896484375,69.22516632080078,305.1705136836483,500.4480223075526,279.99956910872896,1049.9528851868306,70.43220170163066,299.0071898957533,491.9376195086355,259.4508056081619,1013.8932728018448,68.83369605915522,302.8592491471033,500.07798270146696,261.8602783139384,1017.9113438961718,69.56770466642108,3377769,3857250,70540056,4158326,2306202
2015-02-16,309.32220458984375,493.7646789550781,278.8630065917969,1065.2218017578125,69.01310729980469,312.8318844088568,501.83565375164227,284.7275687528469,1069.42530305768,71.0030827978998,301.3184314006724,491.4289236047188,277.04453254228457,1052.9409053226868,68.71950093011584,302.1744381432795,497.58048000895,282.4090254388035,1055.0014550395608,70.15489823369667,2355833,3694358,21372131,2364392,2958982
2015-02-18,301.31842041015625,497.1179504394531,277.9537658691406,1086.177490234375,66.94158172607422,311.20542546387844,500.88745412883617,279.95407064836496,1089.206538446789,68.5074676975818,300.03441034307957,488.90819679279014,274.5895778232153,1057.1649915817727,66.4685549684871,310.7774221081862,493.764670780957,278.953904384897,1065.3247882693095,68.5074676975818,3408770,2690846,13472484,2660014,2482108
2015-02-19,305.3417053222656,499.4305419921875,274.9078063964844,1104.8870849609375,71.45982360839844,306.79693415638036,501.7893894230577,279.40851279794026,1107.4627714103658,73.31931126334065,299.7776035993961,492.0302009007537,269.86152450988703,1085.909407078999,66.32176286358147,303.8436935430428,496.747895762494,278.31744507078906,1086.3215169109076,66.8600339028649,3057263,2253502,17762135,2618002,7692286
2015-02-20,299.0499267578125,496.30853271484375,274.8623046875,1102.6204833984375,70.88890838623047,307.1392934177005,504.1020057858068,278.68111077931786,1112.2020370121484,72.76470782247685,298.1083253017963,494.20403809212434,270.0888109465818,1088.8972058420559,70.25276870341396,303.88642778129883,500.9105973362383,274.49861547582884,1112.2020370121484,72.38954494853944,4072136,3103012,15792502,1801588,6158735
2015-02-23,297.2951354980469,493.74151611328125,269.63421630859375,1111.3157958984375,71.6229248046875,300.37678277514806,500.23996333563633,276.95359067305833,1121.7628190468533,73.36823105224553,295.4974982578266,491.19764881714724,267.6793623439679,1100.7452203064458,71.06834155759256,297.8943575733649,498.1817095563269,275.68066444593296,1100.7452203064458,71.28038648277725,2410807,2790782,12440505,1614892,6338461
2015-02-24,292.80108642578125,493.81085205078125,269.36151123046875,1114.654052734375,68.94786834716797,299.47800918732696,495.3602870347302,271.86191344442244,1125.0598258489115,71.6229206003374,291.1318557353948,488.9312300006128,265.5881825298637,1104.0422247066792,68.67057425099094,296.2679546266974,495.0365447252902,269.95250984058725,1110.2238721014535,71.59029600861757,7390936,2923144,15046698,2199922,2852143
2015-02-25,298.4079895019531,486.7805480957031,268.7249755859375,1101.239990234375,68.75213623046875,300.03443718195507,497.1179449239207,273.362089685957,1121.763082176318,70.38326639014772,295.0267163123455,485.6473934284193,268.22490635114656,1099.447372641905,68.18124067458112,296.95276057098476,494.89781996991303,271.861854233874,1116.8177636656214,69.33934408351602,2882686,2324262,12845169,1767994,2562115
2015-02-26,299.0499267578125,480.16650390625,263.1331787109375,1094.7490234375,67.93658447265625,301.83200615907134,488.42249790552677,270.0433853675275,1109.7086288265616,70.20385484364765,296.3962831284979,478.75579134245584,261.90570322790654,1081.9324694308038,67.52880185277236,299.6063368409182,487.3355841311891,270.0433853675275,1104.0421192559127,69.82869682448053,4571845,6213472,18707345,1991994,4487966
2015-02-27,304.0577087402344,487.4974670410156,272.6801452636719,1097.180419921875,70.85628509521484,306.54016315330915,489.601961612765,273.6803114197309,1102.7026502601655,71.24775529352381,297.3379454575394,483.54288720535345,263.7696345956013,1078.2027460407637,68.70319651560868,298.75039140932495,483.54288720535345,264.81525149832765,1095.9852412936539,68.73581612840981,3711112,5130892,18316053,2877376,4081526
2015-03-02,298.79315185546875,500.7025451660156,274.5895690917969,1100.0859375,71.1825180053711,310.73457756015523,508.3109993234291,278.1355877788707,1116.3849013626486,71.73710125500345,295.75428776901873,493.9728364671722,269.7706241770185,1093.1419472476593,69.64925667598254,304.99925783301285,499.68496424852606,278.1355877788707,1104.3306888620702,71.39456790934008,4619840,7192616,15085595,2176038,3243963
2015-03-03,298.9643859863281,501.0723571777344,275.1351318359375,1144.01708984375,72.43850708007812,300.120018285606,505.0731770609444,277.68098443018346,1149.7866284812906,72.69948895772905,294.2134789655064,498.1585073399875,272.4983499888159,1102.8678758158978,70.98680191902739,299.60639104782217,502.50616168139817,275.95343961639423,1105.2787589916923,71.44351647155506,2293482,3014674,14387971,3424308,2607810
2015-03-04,300.6763916015625,492.7240295410156,267.1792907714844,1131.65380859375,69.2904052734375,306.7969028726167,513.0749694697741,286.40964725169925,1158.8943137871638,73.4008551531389,299.00716125491135,490.27264373827336,265.4971968174482,1119.1462326272942,68.83369083249916,301.31839658433626,511.0861050290491,285.50041027629703,1148.9624247484978,73.4008551531389,3694564,6138812,38674148,3862994,3312882
2015-03-05,297.80877685546875,501.8818664550781,267.1338195800781,1111.23388671875,68.556396484375,301.2328620879563,504.14823218536685,269.36146132982276,1141.833051391919,70.30170769198375,294.5131274281548,491.4288960522498,263.4514208280714,1104.8874335501691,68.09968204501907,300.80485868032986,492.5851993370786,267.9976058294186,1133.302395302562,69.37196153880637,3879220,4851226,16803823,2173514,3805233
2015-03-09,293.9994812011719,489.81005859375,264.26971435546875,1090.7723388671875,64.95162200927734,296.8243440894678,500.3555668585699,267.3156636919771,1104.3719635152806,68.01814552377957,290.275799620497,488.42249468838526,262.4967189489947,1075.6066767128239,64.46228283284728,296.8243440894678,498.15859067507574,265.4971897893106,1087.969971847454,68.01814552377957,3823862,2877904,13199803,2883174,3849212
2015-03-10,314.9719543457031,486.82684326171875,261.4965515136719,1089.0826416015625,64.46227264404297,327.25582015906707,491.3132775306205,266.6337347148161,1103.733166368716,65.0821001784259,291.6882619168473,483.3347846735688,259.2234591461116,1069.5280500395445,63.385725630491024,292.8010823616588,491.1976471993589,264.36064234725586,1091.6377024578176,64.56013648160837,12896222,2567418,14064427,3037052,3249275
2015-03-11,333.4618835449219,488.6305847167969,259.26898193359375,1074.184814453125,62.863765716552734,337.2711593849905,491.1513595742574,264.49709583164054,1096.1914374284731,64.7721903089547,310.0925723576679,485.64734503846466,257.9960554036128,1070.5788537194378,62.635408452134,316.7267106266514,486.06362548337825,262.36038286289534,1088.7940866744864,64.59276496626319,14318713,2732768,16329314,2240200,2900359
2015-03-12,340.5240783691406,487.7749938964844,260.81463623046875,1079.33642578125,65.44094848632812,342.3217157426464,492.0764649427503,263.1786579549121,1081.747208266191,66.06077599839715,331.32188981293115,486.15616920640304,260.1327084877088,1067.4058646076005,63.287854536736035,333.37631182141206,490.3188612666122,261.996633218835,1081.3350983768576,63.49989948091371,18411651,3765418,9969794,1827636,4152207
2015-03-13,342.621337890625,482.2478332519531,255.26832580566406,1064.211669921875,63.90766906738281,344.71860097345933,492.1226514797535,264.633457202743,1087.9491315281666,66.38698856766933,333.3335537626411,478.5245142915787,254.58639795400154,1061.1826229665664,63.662999576347175,341.5085174321055,490.27256632381454,263.6787693095016,1087.1455376255542,65.93027417552824,12653947,2713390,13414248,1586838,3166012
2015-03-16,332.4775085449219,486.36431884765625,256.08660888671875,1055.9490966796875,60.51493835449219,342.32173160918677,489.3013179510233,258.0869414903654,1075.606716549243,63.842443403219335,330.5942762058036,482.17847829852184,254.58637330784006,1051.704345070371,60.27026879241203,342.32173160918677,483.33478160379406,255.95022887913208,1065.3863720702082,63.842443403219335,15605904,2674386,15132928,1556296,5329301
2015-03-17,330.893798828125,489.3706970214844,257.4049987792969,1064.7677001953125,62.92899703979492,335.9015186161355,493.00147803070666,258.2233065250806,1074.2462223021014,63.54882946224667,324.4308794091865,482.340339199049,254.1317400484508,1054.0734747234555,60.808527917446646,335.7303288898137,490.27259099634426,258.13237727605775,1064.273188729674,61.00426551986594,13158523,2684652,11350496,1267318,6331648
2015-03-18,327.2129821777344,491.9146423339844,261.2237854003906,1054.73388671875,63.27152633666992,334.10393498583363,495.7766846124646,262.26943017417585,1071.259439199483,65.89764640944048,326.57097712277175,487.12750082399526,256.4048402814203,1051.5811844984396,62.68431859092413,330.33744156143496,490.34205833061446,258.3142435777392,1067.7565038076743,65.06576918445171,4777244,2574166,12394230,1255170,6723848
2015-03-19,326.9561767578125,486.6649475097656,256.04119873046875,1069.940185546875,62.47229766845703,329.5242550135122,496.6554539533148,263.95154564957306,1073.8964803056988,64.5438353786155,325.0729444912708,485.0461227660588,255.13196153877513,1058.3393336501786,62.146071570971614,327.85499545158655,495.36037157429877,263.67878559115184,1061.5949611819933,63.826133981895424,4636137,2686786,11046649,2448964,3789625
2015-03-20,325.50091552734375,488.37628173828125,252.99520874023438,1075.998291015625,61.28156661987305,331.9638644852701,490.0413472277762,256.7685369418939,1078.9036858460524,63.12474184542234,323.23246305213956,483.77416064661855,251.67680392084978,1062.769623989985,61.00427248110583,326.1429495203386,486.1099159380772,256.2229891632619,1069.8372683179343,62.73327157372682,7256601,3241618,11482652,1963908,5985299
2015-03-23,328.0690002441406,484.60675048828125,249.8128662109375,1078.55322265625,62.29285430908203,333.76150852701113,489.9951355748076,254.58636046974522,1084.2609841596604,63.28784461430263,323.5748781441053,483.79733811571674,248.72177070983983,1073.958238206034,60.35181058580405,328.7110052645454,488.39940302139024,254.0408127191964,1078.0793365874845,63.05948740764883,3546841,2723370,13058026,1566608,4809495
2015-03-24,337.14276123046875,480.0739440917969,245.99407958984375,1067.9000244140625,63.23891830444336,339.4112136167733,488.8849971350904,251.3131220291674,1086.7334200272942,63.77718926620379,326.6565349274804,478.917640881922,244.58477322240597,1064.1086348042422,62.048190300764325,326.82775364748017,482.5484781290232,248.9491000841665,1083.8486517526674,62.48859743516047,8101985,4486782,17585259,2394878,3999910
2015-03-25,338.127197265625,478.36273193359375,241.3115234375,1060.6678466796875,64.20127868652344,340.2244600578329,484.12110046636434,247.40342317341018,1077.255270022614,64.42963589412975,331.2362447790196,476.9057783108058,240.9478341430534,1048.9020890058157,62.260234955149116,331.27905670831393,481.0453784917471,247.22156465232962,1067.941546111665,63.28784487828441,11374656,5304450,15824629,2224858,2751114
2015-03-26,342.107666015625,465.73590087890625,233.3556671142578,1035.6732177734375,61.4283561706543,345.40334373285583,477.4145372842565,241.76610924221478,1066.004439832308,63.89136344116096,333.8470802524043,463.49265528812475,232.03727625815998,1030.6866487598481,60.95532947102913,333.8470802524043,474.9632078903257,240.4931830102283,1052.2400122371118,63.614069352856376,12656646,17900310,22253318,3091642,3772877
2015-03-27,322.2908935546875,469.29730224609375,239.67491149902344,1036.373779296875,61.46097183227539,346.2594017190054,473.41372535091915,240.90238716628951,1059.9051892842663,62.76587573510768,317.6683932741184,466.2677647990372,232.76470380526175,1031.9642244141894,59.944023036358196,343.2633490681167,469.4360530060203,236.26527228312605,1043.0499381542143,61.98293538453365,9357286,5420448,19423101,2751776,4884993
2015-03-30,333.3334655761719,479.5884094238281,243.58457946777344,1056.71142578125,61.70564651489258,336.3295176344956,480.559692987697,244.9029841774403,1059.081057405629,62.47227961354725,323.23243126562727,468.4416277110032,239.26570384689904,1038.5168162495984,60.51492359432384,325.2868818697106,471.77178714865346,241.03872704297373,1040.577365488189,62.3091666119453,5166621,3477572,12303870,1339006,2370764
2015-03-31,336.6719665527344,473.02056884765625,242.8117218017578,1052.5076904296875,61.81983184814453,338.7264174038619,480.9759413530294,246.7214574223878,1058.8953916429296,63.940301014439726,329.5670124318854,469.3897594767134,241.85703408209682,1038.9286941021487,61.52623041624469,333.0338801270794,480.9759413530294,244.49381574623175,1058.8953916429296,62.211302083282355,6709861,2981128,19482636,2427028,5909964
2015-04-01,344.3761291503906,477.90020751953125,248.630859375,1047.8509521484375,62.03189468383789,346.5589577309851,479.565273166359,249.72192708523696,1056.484733026278,62.60279039344182,336.4579515904836,468.53414973848066,239.26570197946612,1039.4439523979293,61.06952862606866,336.6719532558073,474.5931684183939,242.44803135948334,1054.1768778804255,62.24394464838011,6096908,1922098,12383589,2075758,2895471
2015-04-06,343.0921325683594,477.2988586425781,249.72195434570312,1049.7674560546875,62.47229766845703,350.1970872865508,479.565224426594,250.7221206667177,1056.196309439061,62.76589916506782,341.0804934771539,471.6792414831262,246.58510312016898,1030.3158909787949,61.16739327851537,344.37617170470196,478.7095712675606,250.4493606463106,1054.1770113902578,62.2765600188397,4825167,3575586,12925445,1568542,2195394
2015-04-07,346.4733581542969,477.66888427734375,247.35791015625,1065.3040771484375,64.51119995117188,350.9674510364961,480.1896028400506,251.2676458322535,1071.0736156707114,64.85373829160822,339.1544027481821,473.4599516362536,245.76674543580583,1048.4075714760638,61.868767013879285,344.1193108819893,477.90014493300936,250.3129303513606,1056.0109789060784,62.88006973748864,4691848,3098536,12933524,1886922,5056071
2015-04-08,358.8000793457031,478.9639892578125,249.04002380371094,1088.5467529296875,63.15735626220703,361.9673507302609,482.1553412893166,252.17690274240442,1094.769650968734,64.39701109312807,348.3994465010465,476.4201219247955,247.17609894013026,1067.714683652717,62.79850566726856,348.3994465010465,481.04533525755363,247.22154969379307,1069.0127892388089,64.26652268286705,6392808,2053072,9913899,1652134,3773503
2015-04-09,348.57061767578125,488.46868896484375,255.35923767089844,1098.087158203125,63.49991226196289,359.9556634831986,489.81001190419636,256.22299624219306,1107.524432124415,63.94031951505505,346.9013871937632,476.39689543089924,247.76710255677207,1085.97107004108,62.55385850516228,358.8428431618532,480.2126958069234,250.04019524077918,1095.799928752042,63.61409339508028,5176227,3501392,13471276,2544450,3687672
2015-04-10,352.63671875,482.2478332519531,259.81451416015625,1093.636474609375,66.0118408203125,354.3059782708427,487.03491730092145,261.2692991415673,1100.6629674185351,66.38699877311346,343.6913439647837,478.64014461382493,254.63185133504066,1083.0246463583373,63.38572021726284,348.39943900813284,487.03491730092145,255.49563772179846,1091.4728979756683,63.56514553383412,5103339,3059662,16880558,1815544,5633668
2015-04-13,364.4069519042969,480.4671936035156,260.3145751953125,1094.3577880859375,65.42464447021484,365.519772158917,483.93610367537354,262.31490794947234,1098.2728319521837,66.01185243787647,349.25541369904414,478.6171082318581,257.6323423519103,1083.024766367857,64.59276693084546,350.1970442155994,481.022196630963,261.6784308692266,1097.8607220715262,65.7834901886971,4307880,2281618,11985436,1308642,2956701
2015-04-15,355.37591552734375,477.1601867675781,263.6787414550781,1082.9215087890625,67.28411865234375,363.80769037692306,485.0461423180101,267.72485737993924,1118.4247272185646,68.31172865518116,350.2398181423982,474.1768900292731,259.996342544187,1075.3592538407863,65.2452059659091,363.80769037692306,481.02222894835893,261.31471960283494,1094.027847590257,65.42463127787818,3883730,2446998,17289500,2913934,4696238
2015-04-16,357.81561279296875,476.2350769042969,265.8608703613281,1064.3975830078125,66.58273315429688,362.05292132752214,478.0389213006651,267.5429642160515,1082.6128224018776,67.78976844145691,354.7767484231756,470.84669236468085,260.496378072723,1059.6789442736872,65.27782906486676,356.2319772068981,475.4719054527426,263.9060165291723,1082.592196782131,67.64296772695884,3429760,2805060,15043998,3217570,4517705
