Datetime,Close_HDFCBANK.NS,Close_SBIN.NS,Close_TCS.NS,High_HDFCBANK.NS,High_SBIN.NS,High_TCS.NS,Low_HDFCBANK.NS,Low_SBIN.NS,Low_TCS.NS,Open_HDFCBANK.NS,Open_SBIN.NS,Open_TCS.NS,Volume_HDFCBANK.NS,Volume_SBIN.NS,Volume_TCS.NS,Date_Unnamed: 16_level_1,Adj Close_HDFCBANK.NS,Adj Close_SBIN.NS,Adj Close_TCS.NS,VWAP_TCS.NS,Forward_Return_TCS.NS,VWAP_HDFCBANK.NS,Forward_Return_HDFCBANK.NS,VWAP_SBIN.NS,Forward_Return_SBIN.NS
2025-04-01 03:45:00+00:00,0.680494068287036,0.7538022207034345,0.9883288532718817,0.6850118051289904,0.746883872915852,1.0,0.6709674996122779,0.6230917786614665,0.9797304816561878,0.6786950849664706,0.6219040643601179,0.9837285880432853,0.0,0.0,0.0,,,,,0.0,0.8007975465874279,0.0,0.7392086476209868,0.0,0.8235133009936033
2025-04-01 03:46:00+00:00,0.6785180362654266,0.7442965238994237,0.9921537865498546,0.6687953489711269,0.7449667964223945,0.9877857055869921,0.6679905590880892,0.7328245519625582,0.9845796713821562,0.6806718632523179,0.7361897786458336,0.9882376027223518,0.21838244853936206,0.10928817548056645,0.05242980600538593,,,,,1.0,0.7981830011973846,0.9999999999999999,0.7349942775133596,0.991533416431122,0.7120988621751488
2025-04-01 03:47:00+00:00,0.6612340856481431,0.7842199863309194,0.9743034593928286,0.6683046683046676,0.7919457038994597,0.9868620659758331,0.6615387038616625,0.7624044578939149,0.9832215194159382,0.679188676125758,0.7447614397321427,0.9914720705284363,0.21051388306473026,0.10999547931190369,0.027820093519795343,,,,,0.9996685167310282,0.7550682744584074,0.9997781770727697,0.7151257795435443,0.9928457088883789,0.7429294451652957
2025-04-01 03:48:00+00:00,0.6553084008487637,0.776616125105738,0.9556687024487331,0.6633906633906612,0.7785238276925099,0.9681822942847109,0.6575682382133969,0.7910303987550691,0.9597517252744598,0.6613940510800482,0.7828566778273807,0.973632721825239,0.11801017035435096,0.070438376964823,0.042558004654330524,,,,,0.9984595915989589,0.7453248646744562,0.9996688175525764,0.7241433083855875,0.993204424642114,0.7021490927004675
2025-04-01 03:49:00+00:00,0.6444444444444422,0.7709129390960072,0.9382110690801051,0.6393113194870956,0.7756470425759527,0.9544284334661244,0.6406952737282872,0.7853054435413416,0.947628750959538,0.6510129480184546,0.7819045293898803,0.9510881270430795,0.20936573539133158,0.08751533032386728,0.05473531202545202,,,,,0.9971284092766541,0.7635279216541768,0.9992906795750904,0.7283585251117399,0.9933888720882045,0.6902418765879127
2025-04-01 03:50:00+00:00,0.6701232156635797,0.7965778563214858,0.9269321372455215,0.6579847781019659,0.7900286274060022,0.931745889352686,0.649131755970842,0.7872133736817464,0.9337597842110572,0.6440930171936259,0.7695231119791668,0.937462967305934,0.1248642640410037,0.0915947646538429,0.05191961051869072,,,,,0.9959470952147836,0.7663029285368768,0.9992905554186738,0.7699817756346689,0.9936925010392093,0.741869680146914
2025-04-01 03:51:00+00:00,0.6701232156635797,0.8003803671157659,0.9387996308678392,0.6756756756756737,0.803451673989322,0.933900881391744,0.6719598131203455,0.8177484094758203,0.9344388601941667,0.6712803561580039,0.8066662016369044,0.9252104701417174,0.15092373699177986,0.10581222056631892,0.04873088872684567,,,,,0.9953612207715699,0.8229408666836535,0.9994010452583026,0.7349933277911871,0.9941201995760147,0.7110657623006226
2025-04-01 03:52:00+00:00,0.6498758198302461,0.7994300295080397,0.9214396920514467,0.6579847781019659,0.813039397209355,0.9333876925898847,0.6560791621432962,0.8091603942589707,0.9310444273859888,0.6697971690314404,0.8142857142857132,0.9404035666253465,0.09779764400829889,0.09716667495819986,0.03623831905026629,,,,,0.9949266235049831,0.7467206255595086,0.9993698593463692,0.709691690570772,0.9943942872570826,0.6863098416558612
2025-04-01 03:53:00+00:00,0.6582718460648138,0.7861218219097488,0.9282069553732244,0.6461916461916459,0.7986578123793056,0.9238425813396738,0.6575682382133969,0.7910303987550691,0.9265830781273605,0.6475529826060402,0.7980945405505953,0.9186434188295989,0.0891746338104769,0.06736257865240235,0.03643325223150361,,,,,0.9945462838204393,0.8053414364095611,0.9993430881010814,0.7482604687118121,0.9944482036593753,0.6912481247989539
2025-04-01 03:54:00+00:00,0.6666666666666643,0.7870721595174732,0.9294822523957915,0.6628987830159687,0.7986578123793056,0.9238425813396738,0.6669970339640194,0.7967553539687966,0.9321113438364383,0.6569444897003578,0.786666434151785,0.9253085858416652,0.11063602253812052,0.06445333200668803,0.03069355300618251,,,,,0.9943085000477615,0.8012805054053472,0.9993685838763345,0.7476524650306711,0.9945033681119049,0.7021493492685282
2025-04-01 03:55:00+00:00,0.6760489004629591,0.7927753455272057,0.9231072039675485,0.6683046683046676,0.7871518422894432,0.9238425813396738,0.6640200934398237,0.7929394936879888,0.92978382747871,0.6658424056353844,0.7857142857142847,0.9300138319206264,0.09231327035306915,0.07541329687942741,0.03665225123758504,,,,,0.9940338978446293,0.7778062182546608,0.9994011924088232,0.7500566967560313,0.9945392460580099,0.710084122163998
2025-04-01 03:56:00+00:00,0.671604938271603,0.8013307047234903,0.9237934603075173,0.6673209075552826,0.806327288729511,0.9170683889229405,0.6769225922766751,0.8082064291887683,0.9256132401821668,0.676717099856269,0.7923804873511902,0.9233481862953905,0.09181335916513,0.12133180769122619,0.03138424217920857,,,,,0.9938011338980702,0.7927781964558738,0.999438069344093,0.7295747551508064,0.9947026570441814,0.7100821912197464
2025-04-01 03:57:00+00:00,0.6834563078703653,0.7984785315369365,0.9243820220952514,0.6737093538851333,0.7996163506260352,0.9211738993378162,0.6808930579249335,0.8091603942589707,0.9324021057985226,0.6707855581743623,0.7990478515625004,0.9239364018819067,0.12231709751198047,0.07467354791821232,0.031482912061069436,,,,,0.9936335595318466,0.7986496619081657,0.9995117979513491,0.7548724428911806,0.994771485666774,0.7021489724036584
2025-04-01 03:58:00+00:00,0.6814814814814802,0.814638912321783,0.9329149707802298,0.6737093538851333,0.8082455355993385,0.9298981089694278,0.6858558370812631,0.8110683243993737,0.9324991843037793,0.6856150157912957,0.7980945405505953,0.9273671010878877,0.13486981250583688,0.12180334357878435,0.03218082098154873,,,,,0.9935341105924397,0.8033003841158743,0.9995855021826684,0.7313843165229238,0.9949264321378712,0.7259370552054661
2025-04-01 03:59:00+00:00,0.6775306230709859,0.8241446091257938,0.9405648373361766,0.6702697903869783,0.825502735169577,0.9382118677917397,0.6803975069789061,0.8339693100468004,0.9410335688000107,0.6811666612359559,0.8199997674851183,0.9330520683268162,0.07234978401273034,0.09909391567294444,0.024378680567087096,,,,,0.9935189373695779,0.8071335494067751,0.9996111836935808,0.7319841267413751,0.9951162675467241,0.706110396398808
2025-04-01 04:00:00+00:00,0.6360496238425917,0.8298477951355245,0.9526281989578287,0.6653557854729719,0.8331733818961506,0.946422888621492,0.6456580528846132,0.8349232751170028,0.9495684268499254,0.6772118978399071,0.8228573753720241,0.9405997980252421,0.09163573504340804,0.07595837506137537,0.02472282186235792,,,,,0.993564564152777,0.8168117803250697,0.9995693197364093,0.6970567097656302,0.9952610240590676,0.7110558640961976
2025-04-01 04:01:00+00:00,0.6261730806327144,0.8374528167240847,0.9547860992145649,0.633414753531941,0.8312563054026914,0.9498097342493885,0.6357324945719576,0.8473283154071769,0.9581998898514135,0.6445866083529133,0.8304757254464281,0.9528522951894587,0.07777189766653177,0.02585011647801626,0.02487924972384466,,,,,0.9936350567078721,0.7955957445179216,0.9994993590287546,0.716289986979223,0.995314235079677,0.7100642911413392
2025-04-01 04:02:00+00:00,0.6558027102623427,0.8336503059298046,0.954099363979731,0.6466823268581052,0.8389257817528968,0.9521707034345059,0.6267992497673696,0.8511453404804996,0.9609152466764819,0.6277803724501325,0.8371430896577383,0.9548126947357334,0.10799180365392962,0.055552551376863164,0.022294580135586856,,,,,0.9937008433520954,0.7901516067795085,0.9994431299786841,0.7706165833168552,0.9954287388262162,0.7031409884253503
